round,Jane,Kira,Luca,Mia,Paul,Sam
round,Minion-1,Minion-2,Servant-4,Servant-1,Servant-3,Servant-2
1,0.5,0.5,0.5,0.5,0.5,0.0
2,0.4571397304534912,0.4996994137763977,0.4996994137763977,0.5003005862236023,0.5003005862236023,0.0
3,0.5865521430969238,0.4097452759742737,0.40760162472724915,0.41344785690307617,0.8279379606246948,0.0
3,0.32106491923332214,0.4961779713630676,0.49396058917045593,0.5038220286369324,0.8301049470901489,0.0
3,0.13616736233234406,0.24714438617229462,0.49396055936813354,0.5060394406318665,0.6216669082641602,0.0
4,0.8165253400802612,0.7529441714286804,0.21887654066085815,0.24705585837364197,0.14065109193325043,0.0
4,0.7483600378036499,0.6706840395927429,0.21887654066085815,0.24705585837364197,0.32931599020957947,0.0
4,0.7483600378036499,0.6706840395927429,0.21887654066085815,0.24705585837364197,0.32931599020957947,0.0
4,0.7483600378036499,0.6706840395927429,0.21887654066085815,0.09859013557434082,0.32931599020957947,0.0
4,0.7483600378036499,0.6706840395927429,0.21887654066085815,0.24705585837364197,0.32931599020957947,0.0
