round,Jane,Kira,Luca,Mia,Paul,Sam
round,Minion-2,Servant-2,Servant-1,Servant-4,Minion-1,Servant-3
1,0.5,0.0,0.5,0.5,0.5,0.5
2,0.36113739013671875,0.0,0.3656656742095947,0.6047242879867554,0.395275741815567,0.6079819798469543
3,0.14434626698493958,0.0,0.34070396423339844,0.7650531530380249,0.244675874710083,0.6592960357666016
3,0.14434626698493958,0.0,0.7343173623085022,0.3593503534793854,0.09745525568723679,0.6406496167182922
3,0.3360295593738556,0.0,0.7343173623085022,0.3593503534793854,0.244675874710083,0.6406496167182922
3,0.09813645482063293,0.0,0.6078905463218689,0.62724769115448,0.06511439383029938,0.3921095132827759
3,0.24610550701618195,0.0,0.6078905463218689,0.62724769115448,0.06511439383029938,0.3921095132827759
4,0.7208223938941956,0.0,0.38869112730026245,0.18516549468040466,0.6113089323043823,0.11259764432907104
4,0.8117761611938477,0.0,0.11433997750282288,0.8430838584899902,0.06339053809642792,0.18822386860847473
4,0.621454656124115,0.0,0.6560621857643127,0.29341617226600647,0.3785453140735626,0.07174389064311981
4,0.2229287177324295,0.0,0.6255207657814026,0.6416983008384705,0.34393778443336487,0.3744792938232422
4,0.46255332231521606,0.0,0.5374466776847839,0.5547205805778503,0.34393778443336487,0.3744792640209198
