round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-2,Minion-2,Servant-4,Minion-1,Servant-3,Servant-1
1,0.5,0.5,0.5,0.5,0.5,0.0
2,0.3625057339668274,0.3579944968223572,0.39672890305519104,0.6032710671424866,0.6880902051925659,0.0
3,0.7357586622238159,0.1419602483510971,0.6480932831764221,0.24759764969348907,0.35190674662590027,0.0
3,0.6018959283828735,0.09863585978746414,0.3981040418148041,0.17875030636787415,0.6196219325065613,0.0
3,0.7357586622238159,0.33170339465141296,0.6480932831764221,0.24759764969348907,0.35190674662590027,0.0
3,0.6018959283828735,0.24715156853199005,0.3981040418148041,0.39502808451652527,0.6196219325065613,0.0
3,0.5038124322891235,0.49618762731552124,0.3981040418148041,0.17875030636787415,0.5224406123161316,0.0
4,0.8235934972763062,0.5801661610603333,0.41983380913734436,0.38903138041496277,0.30028006434440613,0.0
4,0.8235934972763062,0.08980298787355423,0.17640647292137146,0.15858209133148193,0.8422035574913025,0.0
