round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-2,Minion-2,Servant-4,Minion-1,Servant-3,Servant-1
1,0.0,0.5,0.5,0.5,0.5,0.5
2,0.0,0.45546483993530273,0.49658799171447754,0.5034120082855225,0.49165770411491394,0.5037891864776611
3,0.0,0.14165577292442322,0.24953114986419678,0.2471318244934082,0.8301309943199158,0.7504688501358032
3,0.0,0.33114898204803467,0.0997750461101532,0.09862642735242844,0.7664610743522644,0.6688510775566101
3,0.0,0.5976347327232361,0.06943855434656143,0.06861255317926407,0.619032084941864,0.4023653268814087
3,0.0,0.33114898204803467,0.49937447905540466,0.2471318244934082,0.6196219325065613,0.5006255507469177
3,0.0,0.33114898204803467,0.49937447905540466,0.09862642735242844,0.6196219325065613,0.5006255507469177
4,0.0,0.34361472725868225,0.27474451065063477,0.6563852429389954,0.7943354845046997,0.12373726069927216
4,0.0,0.5527198910713196,0.41983380913734436,0.38903138041496277,0.8267728686332703,0.4472801089286804
