round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-1,Servant-4,Minion-2,Minion-1,Servant-2,Servant-3
1,0.5,0.0,0.5,0.5,0.5,0.5
2,0.4604819118976593,0.0,0.383135050535202,0.5043099522590637,0.504538893699646,0.4956900179386139
3,0.8117411732673645,0.0,0.35631245374679565,0.6226080656051636,0.3773919343948364,0.377076119184494
4,0.6383213996887207,0.0,0.23106548190116882,0.3366662561893463,0.5722994208335876,0.42770057916641235
4,0.37039414048194885,0.0,0.28678181767463684,0.4044524133205414,0.6633337736129761,0.595547616481781
4,0.1639484018087387,0.0,0.28678181767463684,0.4044524133205414,0.6633337736129761,0.595547616481781
4,0.6383213996887207,0.0,0.23106548190116882,0.3366662561893463,0.5722994208335876,0.42770057916641235
4,0.6383213996887207,0.0,0.09104704111814499,0.14469891786575317,0.5722994208335876,0.42770057916641235
