round,Jane,Kira,Luca,Mia,Paul,Sam
round,Minion-2,Servant-1,Servant-4,Minion-1,Servant-2,Servant-3
1,0.5,0.0,0.5,0.5,0.5,0.5
2,0.45546483993530273,0.0,0.46032366156578064,0.49165770411491394,0.5087193846702576,0.5083423256874084
3,0.818342924118042,0.0,0.6018571853637695,0.38624173402786255,0.39814281463623047,0.3977700173854828
3,0.818342924118042,0.0,0.8193310499191284,0.17435243725776672,0.181657075881958,0.18142586946487427
3,0.6006332635879517,0.0,0.6022300124168396,0.38782191276550293,0.181657075881958,0.39936670660972595
4,0.6280215978622437,0.0,0.5920524001121521,0.4079475998878479,0.07321074604988098,0.35316893458366394
4,0.8307643532752991,0.0,0.9267892241477966,0.1648809015750885,0.16923566162586212,0.13528303802013397
4,0.6206814050674438,0.0,0.8084192872047424,0.1648809015750885,0.3793185353279114,0.3194238543510437
4,0.35293325781822205,0.0,0.8460239768028259,0.24417783319950104,0.5656142234802246,0.4343857765197754
4,0.6280215978622437,0.0,0.5920524001121521,0.4079475998878479,0.07321074604988098,0.05719660595059395
