round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-3,Servant-1,Servant-4,Minion-2,Minion-1,Servant-2
1,0.5,0.0,0.5,0.5,0.5,0.5
2,0.3636530935764313,0.0,0.6038082242012024,0.3961917459964752,0.3818320333957672,0.6038312315940857
3,0.33278557658195496,0.0,0.25621917843818665,0.6672143936157227,0.7608430981636047,0.2587307393550873
3,0.5883049964904785,0.0,0.4085168242454529,0.18218529224395752,0.6024437546730042,0.4116949439048767
4,0.8231484889984131,0.0,0.7554929852485657,0.24450701475143433,0.14045970141887665,0.09655143320560455
4,0.7544639706611633,0.0,0.6710338592529297,0.24450701475143433,0.3289661407470703,0.24277393519878387
4,0.6010156869888306,0.0,0.40474140644073486,0.39765113592147827,0.5952585935592651,0.17897924780845642
4,0.6010156869888306,0.0,0.40474140644073486,0.18036536872386932,0.5952585935592651,0.06774278730154037
4,0.6010157465934753,0.0,0.40474140644073486,0.39765113592147827,0.5952585935592651,0.39540067315101624
5,0.17627331614494324,0.0,0.014152750372886658,0.8237266540527344,0.8619415163993835,0.013158068992197514
5,0.02322498708963394,0.0,0.014152752235531807,0.9767749905586243,0.9825143814086914,0.013158069923520088
5,0.17627331614494324,0.0,0.014152750372886658,0.8237266540527344,0.8619415163993835,0.03846203535795212
5,0.17627331614494324,0.0,0.014152750372886658,0.8237266540527344,0.8619415163993835,0.013158068992197514
5,0.06658222526311874,0.0,0.014152752235531807,0.933417797088623,0.9493155479431152,0.013158069923520088
