round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-3,Minion-2,Minion-1,Servant-1,Servant-4,Servant-2
1,0.5,0.5,0.5,0.5,0.0,0.5
2,0.36113739013671875,0.3656656742095947,0.49506914615631104,0.6079820394515991,0.0,0.504930853843689
3,0.2478213906288147,0.03556755557656288,0.03993205353617668,0.7547048330307007,0.0,0.7521786093711853
3,0.2478213906288147,0.09961643815040588,0.11093633621931076,0.7547048330307007,0.0,0.7521786093711853
4,0.10653729736804962,0.26109790802001953,0.29135027527809143,0.7086496949195862,0.0,0.8801937103271484
4,0.2634725868701935,0.10537471622228622,0.29135027527809143,0.7086496949195862,0.0,0.8801937103271484
5,0.1001560389995575,0.4457673132419586,0.5773413181304932,0.5241843461990356,0.0,0.47581571340560913
5,0.44687050580978394,0.7066340446472168,0.5531294941902161,0.44644227623939514,0.0,0.4226587116718292
5,0.7503246665000916,0.393447607755661,0.5535576939582825,0.44644227623939514,0.0,0.4226587116718292
5,0.7503246665000916,0.393447607755661,0.5535576939582825,0.44644227623939514,0.0,0.4226587116718292
5,0.5246164202690125,0.08203509449958801,0.29244133830070496,0.5241843461990356,0.0,0.47581571340560913
