round,Jane,Kira,Luca,Mia,Paul,Sam
round,Servant-2,Minion-1,Servant-3,Servant-4,Minion-2,Servant-1
1,0.5,0.5,0.5,0.0,0.5,0.5
2,0.3657004237174988,0.40803542733192444,0.3702527582645416,0.0,0.591964602470398,0.6003620624542236
3,0.814376950263977,0.8340630531311035,0.10006256401538849,0.0,0.18196900188922882,0.18562307953834534
3,0.8180310130119324,0.8374069333076477,0.10006256401538849,0.0,0.18196900188922882,0.07061257213354111
3,0.49982625246047974,0.5339465737342834,0.5001737475395203,0.0,0.18186555802822113,0.1855180263519287
3,0.7236453890800476,0.35835209488868713,0.13986200094223022,0.0,0.2454606145620346,0.6416479349136353
3,0.49982625246047974,0.5339465737342834,0.5001737475395203,0.0,0.18186555802822113,0.1855180263519287
4,0.7646572589874268,0.358812153339386,0.3796125650405884,0.0,0.6203874349594116,0.29167184233665466
4,0.7803515195846558,0.233627051115036,0.7663729190826416,0.0,0.05707373842597008,0.18321773409843445
4,0.6653420329093933,0.31176990270614624,0.14171241223812103,0.0,0.44736218452453613,0.5526378154754639
4,0.7646572589874268,0.13119088113307953,0.33125215768814087,0.0,0.08252236992120743,0.6687478423118591
4,0.5421754121780396,0.4776822328567505,0.5223178267478943,0.0,0.3526481091976166,0.40225332975387573
